Rank,Ticker,Name,Period,Group,EBIT_TTM,EBIT_Estimated,EnterpriseValue,EarningsYield,RoC,MarketCap_mnTL,NetDebt_mnTL,FinansmanGideri,Volume_mnUSD,EY_Rank,RoC_Rank,Magic_Score,FinansmanGideri_EBIT_%,DebtShareOfCapital_%
64,ISDMR,"ISDMR - İskenderun Demir Çelik 
	Hisse Senedi",2026/6,June,8.164.848.000,False,170.255.300.000,0.0479564982705384,0.0440065254618923,172.985,-2.730,2.779.520.000,2.0,50.0,67.0,117.0,34.0,-1.5
65,ARCLK,"ARCLK - Arçelik 
	Hisse Senedi",2026/6,June,9.504.573.000,False,258.118.870.757,0.0368224646734483,0.0593858582829186,64.464,193.654,37.304.743.000,3.4,57.0,62.0,119.0,392.5,121.0
66,AKFYE,"AKFYE - Akfen Yenilenebilir Enerji 
	Hisse Senedi",2026/6,June,2.164.023.000,False,43.067.004.819,0.0502478175367628,0.0282102179634631,31.720,11.348,2.234.036.000,5.4,48.0,71.0,119.0,103.2,14.8
67,EREGL,"EREGL - Ereğli Demir Çelik 
	Hisse Senedi",2026/6,June,11.450.867.000,False,313.072.300.000,0.0365757909594684,0.0261125502572378,273.560,39.512,14.182.278.000,124.0,58.0,73.0,131.0,123.9,9.0
68,AKCNS,"AKCNS - Akçansa 
	Hisse Senedi",2026/6,June,1.198.152.000,False,47.503.689.376,0.0252222935890347,0.0459117391731685,47.058,446,1.082.387.000,2.6,65.0,66.0,131.0,90.3,1.7
69,AYGAZ,"AYGAZ - Aygaz 
	Hisse Senedi",2026/6,June,2.315.989.000,False,68.866.604.069,0.0336300741312571,0.0270138126035687,72.809,-3.942,1.020.767.000,7.0,60.0,72.0,132.0,44.1,-4.6
70,BIGEN,"BIGEN - Birleşim Grup Enerji 
	Hisse Senedi",2026/6,June,416.148.707,False,74.200.000.000,0.0056084731401617,0.0741074420790651,70.913,3.287,495.242.980,17.0,76.0,57.0,133.0,119.0,58.5
71,RALYH,"RALYH - Ral Yatırım Holding 
	Hisse Senedi",2026/6,June,816.604.057,False,96.325.250.000,0.0084775700763818,0.0669231020552063,92.657,3.668,606.437.861,15.8,75.0,60.0,135.0,74.3,30.1
72,CVKMD,"CVKMD - Cvk Maden 
	Hisse Senedi",2026/6,June,593.529.812,False,62.686.100.000,0.00946828422888,0.0473764234879659,58.968,3.718,2.232.438.924,12.8,73.0,65.0,138.0,376.1,29.7
73,PGSUS,"PGSUS - Pegasus Hava Taşımacılığı 
	Hisse Senedi",2026/6,June,6.505.131.095,False,262.443.600.000,0.0247867774066504,0.0197079296872927,77.350,185.094,15.105.858.549,38.0,66.0,75.0,141.0,232.2,56.1
74,KLRHO,"KLRHO - Kiler Holding 
	Hisse Senedi",2026/6,June,1.628.500.000,False,95.600.050.000,0.0170345099191893,0.0250639785563773,102.456,-6.856,726.222.000,6.7,69.0,74.0,143.0,44.6,-10.6
75,PASEU,"PASEU - Pasifik Eurasia 
	Hisse Senedi",2026/6,June,163.949.433,False,79.299.800.000,0.002067463385784,0.031128704143839,77.683,1.617,318.450.606,37.6,78.0,69.0,147.0,194.2,30.7
76,SASA,"SASA - Sasa Polyester Sanayi A.Ş. 
	Hisse Senedi",2026/6,June,3.978.002.000,False,279.485.372.029,0.0142333102126814,0.0130983071911711,143.330,136.155,29.594.655.000,155.7,71.0,77.0,148.0,744.0,44.8
77,ECZYT,"ECZYT - Eczacıbaşı Yatırım 
	Hisse Senedi",2026/6,June,288.178.917,False,32.223.950.000,0.008943004100987,0.0089479778090144,32.839,-615,17.838,2.9,74.0,79.0,153.0,0.0,-1.9
78,TEHOL,"TEHOL - Tera Holding 
	Hisse Senedi",2026/6,June,116.070.117,False,89.167.480.000,0.0013017090647846,0.0114520929130293,93.804,-4.637,1.917.747.825,43.3,79.0,78.0,157.0,1652.2,-45.8
79,ECILC,"ECILC - Eczacıbaşı İlaç 
	Hisse Senedi",2026/6,June,278.500.000,False,51.557.806.000,0.005401703866142,0.003643140841588,50.093,1.465,838.782.000,7.0,77.0,81.0,158.0,301.2,1.9
80,OZATD,"OZATD - Özata Denizcilik 
	Hisse Senedi",2026/6,June,115.743.507,False,323.860.175.000,0.0003573872798654,0.0178853287667519,322.680,1.180,417.239.874,41.2,82.0,76.0,158.0,360.5,18.2
81,MAGEN,"MAGEN - Margün Enerji 
	Hisse Senedi",2026/6,June,122.815.328,False,116.961.900.000,0.0010500455960445,0.0050795544829494,109.740,7.222,1.587.877.194,14.1,80.0,80.0,160.0,1292.9,29.9
82,SISE,"SISE - Şişecam 
	Hisse Senedi",2026/6,June,269.730.000,False,280.734.382.560,0.0009608014434874,0.0006908344458726,137.416,143.319,27.773.232.000,52.9,81.0,82.0,163.0,10296.7,36.7
83,TRHOL,"TRHOL - Tera Finansal Yat. Holding 
	Hisse Senedi",2026/6,June,-56.844.619,False,105.693.800.000,-0.0005378235904092,-0.0071623411119307,115.500,-9.806,13.464.765,12.6,83.0,83.0,166.0,-23.7,-123.6
84,VERUS,"VERUS - Verusa Holding 
	Hisse Senedi",2026/6,June,-161.636.643,False,33.909.000.000,-0.0047667770503406,-0.0209757229547582,38.150,-4.241,491.219.621,1.6,88.0,85.0,173.0,-303.9,-55.0
85,ODINE,"ODINE - Odine Solutions 
	Hisse Senedi",2026/6,June,-71.279.654,False,105.873.900.000,-0.0006732504800522,-0.0705079559153038,106.522,-648,33.601.425,23.0,84.0,90.0,174.0,-47.1,-64.1
86,ALARK,"ALARK - Alarko Holding 
	Hisse Senedi",2026/6,June,-1.120.055.000,False,63.413.700.000,-0.0176626659538869,-0.0100446626548221,48.497,14.917,5.281.687.000,11.1,91.0,84.0,175.0,-471.6,13.4
87,KENT,"KENT - Kent Gıda 
	Hisse Senedi",2026/6,June,-415.913.505,False,115.499.000.000,-0.0036010139048822,-0.0529163673756306,115.500,-1,668.321.090,0.0,87.0,89.0,176.0,-160.7,-0.0
88,BSOKE,"BSOKE - Batıçim Çimento 
	Hisse Senedi",2026/3,March,-531.484.541,False,36.864.100.000,-0.0144174017811366,-0.0338262800949879,33.888,2.976,950.760.322,4.3,90.0,87.0,177.0,-178.9,18.9
89,IEYHO,"IEYHO - Işıklar Enerji ve Yapı Holding 
	Hisse Senedi",2026/6,June,-166.299.073,False,120.566.933.630,-0.0013793091355361,-0.079847508270433,120.570,-3,144.196.463,20.3,85.0,92.0,177.0,-86.7,-0.1
90,KUYAS,"KUYAS - Kuyas Yatırım AŞ 
	Hisse Senedi",2026/3,March,-149.748.769,False,29.490.900.000,-0.0050777958285437,-0.0728160069433013,29.040,451,737.908.971,14.2,89.0,91.0,180.0,-492.8,21.9
91,KLYPV,"KLYPV - Kalyon Güneş Teknolojileri 
	Hisse Senedi",2026/6,June,-967.196.673,False,39.017.050.556,-0.0247890770628428,-0.0355202890803022,25.283,13.734,1.659.125.148,3.0,92.0,88.0,180.0,-171.5,50.4
92,MOGAN,"MOGAN - Mogan Enerji 
	Hisse Senedi",2026/6,June,-4.054.547.282,False,63.517.727.760,-0.0638333174845296,-0.0260082904493772,32.258,31.260,12.906.335.960,9.1,97.0,86.0,183.0,-318.3,20.1
93,GUNDG,"GUNDG - Gündoğdu Gıda 
	Hisse Senedi",2026/6,June,-102.938.771,False,35.075.400.000,-0.0029347853766457,-0.1189009253545539,35.744,-668,2.783.809,13.8,86.0,98.0,184.0,-2.7,-77.2
94,TTRAK,"TTRAK - Türk Traktör 
	Hisse Senedi",2026/6,June,-1.554.592.690,False,52.494.090.625,-0.0296146227411668,-0.1043518634342951,43.529,8.965,4.274.619.629,1.2,93.0,96.0,189.0,-275.0,60.2
95,TKFEN,"TKFEN - Tekfen Holding 
	Hisse Senedi",2026/3,March,-3.437.616.000,False,83.910.200.000,-0.040967796525333,-0.0885269243462201,77.700,6.210,3.923.085.000,23.5,96.0,93.0,189.0,-114.1,16.0
96,PETKM,"PETKM - Petkim 
	Hisse Senedi",2026/6,June,-9.594.053.000,False,114.738.060.000,-0.0836170055516016,-0.0886360131139185,65.641,49.097,11.443.347.000,37.3,98.0,94.0,192.0,-119.3,45.4
97,OTKAR,"OTKAR - Otokar 
	Hisse Senedi",2026/6,June,-2.637.098.000,False,81.840.900.000,-0.0322222507328242,-0.1079186069400093,38.940,42.901,11.221.191.000,6.6,95.0,97.0,192.0,-425.5,175.6
98,ANELE,"ANELE - Anel Elektrik 
	Hisse Senedi",2026/6,June,-1.833.036.731,False,57.975.300.000,-0.031617546282641,-2.1709415749517795,58.114,-139,394.374.066,16.9,94.0,100.0,194.0,-21.5,-16.5
99,MGROS,"MGROS - Migros 
	Hisse Senedi",2026/6,June,-10.610.088.000,False,102.952.006.189,-0.103058584215658,-0.1023836688961611,96.502,6.450,10.893.011.000,35.2,99.0,95.0,194.0,-102.7,6.2
100,SOKM,"SOKM - Şok Marketler 
	Hisse Senedi",2026/6,June,-7.299.918.405,False,35.437.116.483,-0.2059963995225384,-0.1754125941206335,35.835,-398,8.613.465.602,6.3,100.0,99.0,199.0,-118.0,-1.0
