Rank,Ticker,Name,Period,Group,EBIT_TTM,EBIT_Estimated,EnterpriseValue,EarningsYield,RoC,MarketCap_mnTL,NetDebt_mnTL,FinansmanGideri,Volume_mnUSD,EY_Rank,RoC_Rank,Magic_Score,FinansmanGideri_EBIT_%,DebtShareOfCapital_%
51,KCAER,"KCAER - Kocaer Çelik Sanayi 
	Hisse Senedi",2026/6,June,1.681.241.869,False,33.091.500.000,0.0508058525301059,0.0957689269379185,30.678,2.413,1.609.948.074,5.7,48.0,48.0,96.0,95.8,13.7
52,ALKLC,"ALKLC - Altınkılıç Gıda 
	Hisse Senedi",2026/6,June,618.838.065,False,51.275.800.000,0.0120688134558602,0.1654180602867963,48.244,3.032,1.216.545.328,11.0,72.0,25.0,97.0,196.6,81.0
53,KRDMD,"KRDMD - Kardemir (D) 
	Hisse Senedi",2026/6,June,3.432.029.164,False,36.919.131.117,0.0929607241599023,0.0287096591723832,36.702,217,2.977.696.401,52.1,26.0,71.0,97.0,86.8,0.2
54,NUHCM,"NUHCM - Nuh Çimento 
	Hisse Senedi",2026/6,June,1.776.217.582,False,27.636.773.520,0.0642700777178131,0.0697544869005849,32.401,-4.764,358.223.798,0.3,39.0,59.0,98.0,20.2,-18.7
55,BRSAN,"BRSAN - Borusan Birleşik Boru Fab. 
	Hisse Senedi",2026/6,June,4.527.097.000,False,111.022.726.647,0.0407763089300363,0.0921514911184109,103.635,7.388,1.130.799.000,32.6,52.0,49.0,101.0,25.0,15.0
56,ENERY,"ENERY - Enerya Enerji 
	Hisse Senedi",2026/6,June,5.374.384.980,False,83.709.600.000,0.0642027315863413,0.0535161864211642,88.650,-4.940,661.013.660,11.8,40.0,64.0,104.0,12.3,-4.9
57,LYDHO,"LYDHO - Lydia Holding 
	Hisse Senedi",2026/6,June,1.084.094.403,False,52.011.486.675,0.0208433650391123,0.1177860432566358,53.221,-1.210,12.130.652,1.5,67.0,39.0,106.0,1.1,-13.1
58,KCHOL,"KCHOL - Koç Holding 
	Hisse Senedi",2026/6,June,151.850.000.000,False,3.812.351.287.045,0.0398310618740753,0.076923232791941,550.036,3.262.315,89.148.000.000,96.7,53.0,55.0,108.0,58.7,165.3
59,BIMAS,"BIMAS - Bim Birleşik Mağazalar A.Ş 
	Hisse Senedi",2026/6,June,20.822.769.000,False,524.687.100.000,0.0396860700406013,0.074221201795418,492.300,32.387,8.853.042.000,85.6,54.0,56.0,110.0,42.5,11.5
60,CEMZY,"CEMZY - Cem Zeytin 
	Hisse Senedi",2026/6,June,526.947.439,False,36.898.600.000,0.0142809602261332,0.1120057544289746,36.938,-39,308.788.603,10.6,71.0,40.0,111.0,58.6,-0.8
61,THYAO,"THYAO - Türk Hava Yolları 
	Hisse Senedi",2026/6,June,60.502.000.000,False,1.040.248.000.000,0.058161130807269,0.0338634893129241,419.865,620.383,38.145.000.000,327.8,43.0,69.0,112.0,63.0,34.7
62,TOASO,"TOASO - Tofaş Fabrika 
	Hisse Senedi",2026/6,June,7.369.281.000,False,195.634.200.000,0.0376686744955636,0.0730850138303329,136.500,59.134,3.331.377.000,23.3,55.0,58.0,113.0,45.2,58.6
63,ISDMR,"ISDMR - İskenderun Demir Çelik 
	Hisse Senedi",2026/6,June,8.164.848.000,False,153.580.300.000,0.0531633809805033,0.0440065254618923,156.310,-2.730,2.779.520.000,2.8,46.0,67.0,113.0,34.0,-1.5
64,SAHOL,"SAHOL - Sabancı Holding 
	Hisse Senedi",2026/6,June,98.671.019.000,False,3.311.864.423.080,0.0297931939219428,0.0844012202851666,199.011,3.112.854,20.553.199.000,65.2,62.0,52.0,114.0,20.8,266.3
65,AKFYE,"AKFYE - Akfen Yenilenebilir Enerji 
	Hisse Senedi",2026/6,June,2.164.023.000,False,39.093.089.498,0.0553556402876578,0.0282102179634631,27.746,11.348,2.234.036.000,5.7,45.0,72.0,117.0,103.2,14.8
66,ARCLK,"ARCLK - Arçelik 
	Hisse Senedi",2026/6,June,9.504.573.000,False,255.584.889.988,0.0371875387486206,0.0593858582829186,61.930,193.654,37.304.743.000,3.4,56.0,62.0,118.0,392.5,121.0
67,AKCNS,"AKCNS - Akçansa 
	Hisse Senedi",2026/6,June,1.198.152.000,False,46.699.611.689,0.0256565730776106,0.0459117391731685,46.254,446,1.082.387.000,2.7,65.0,66.0,131.0,90.3,1.7
68,EREGL,"EREGL - Ereğli Demir Çelik 
	Hisse Senedi",2026/6,June,11.450.867.000,False,312.792.300.000,0.0366085322432809,0.0261125502572378,273.280,39.512,14.182.278.000,125.8,58.0,74.0,132.0,123.9,9.0
69,AYGAZ,"AYGAZ - Aygaz 
	Hisse Senedi",2026/6,June,2.315.989.000,False,69.306.205.603,0.0334167623210367,0.0270138126035687,73.249,-3.942,1.020.767.000,6.4,61.0,73.0,134.0,44.1,-4.6
70,RALYH,"RALYH - Ral Yatırım Holding 
	Hisse Senedi",2026/6,June,816.604.057,False,92.579.000.000,0.0088206186824225,0.0669231020552063,88.911,3.668,606.437.861,17.5,75.0,60.0,135.0,74.3,30.1
71,BIGEN,"BIGEN - Birleşim Grup Enerji 
	Hisse Senedi",2026/6,June,416.148.707,False,112.628.200.000,0.0036948890863922,0.0741074420790651,109.342,3.287,495.242.980,15.0,78.0,57.0,135.0,119.0,58.5
72,GRTHO,"GRTHO - GrainTurk Tarım 
	Hisse Senedi",2026/6,June,439.847.700,False,26.491.600.000,0.0166032893445469,0.0385111559816886,27.512,-1.021,260.685.680,6.5,68.0,68.0,136.0,59.3,-8.9
73,CVKMD,"CVKMD - Cvk Maden 
	Hisse Senedi",2026/6,June,593.529.812,False,65.936.900.000,0.0090014819016362,0.0473764234879659,62.219,3.718,2.232.438.924,13.9,74.0,65.0,139.0,376.1,29.7
74,PGSUS,"PGSUS - Pegasus Hava Taşımacılığı 
	Hisse Senedi",2026/6,June,6.505.131.095,False,259.543.600.000,0.0250637314693947,0.0197079296872927,74.450,185.094,15.105.858.549,37.7,66.0,76.0,142.0,232.2,56.1
75,KLRHO,"KLRHO - Kiler Holding 
	Hisse Senedi",2026/6,June,1.628.500.000,False,98.931.300.000,0.0164609178288367,0.0250639785563773,105.788,-6.856,726.222.000,8.8,69.0,75.0,144.0,44.6,-10.6
76,SASA,"SASA - Sasa Polyester Sanayi A.Ş. 
	Hisse Senedi",2026/6,June,3.978.002.000,False,261.634.715.440,0.0152044119730682,0.0130983071911711,125.480,136.155,29.594.655.000,151.3,70.0,78.0,148.0,744.0,44.8
77,PASEU,"PASEU - Pasifik Eurasia 
	Hisse Senedi",2026/6,June,163.949.433,False,177.008.600.000,0.0009262229801263,0.031128704143839,175.392,1.617,318.450.606,34.3,82.0,70.0,152.0,194.2,30.7
78,ECZYT,"ECZYT - Eczacıbaşı Yatırım 
	Hisse Senedi",2026/6,June,288.178.917,False,33.405.200.000,0.0086267681977656,0.0089479778090144,34.020,-615,17.838,3.1,76.0,80.0,156.0,0.0,-1.9
79,TEHOL,"TEHOL - Tera Holding 
	Hisse Senedi",2026/6,June,116.070.117,False,67.811.992.000,0.0017116458841085,0.0114520929130293,72.449,-4.637,1.917.747.825,38.9,79.0,79.0,158.0,1652.2,-45.8
80,ECILC,"ECILC - Eczacıbaşı İlaç 
	Hisse Senedi",2026/6,June,278.500.000,False,56.183.311.000,0.0049569880279928,0.003643140841588,54.718,1.465,838.782.000,6.7,77.0,82.0,159.0,301.2,1.9
81,OZATD,"OZATD - Özata Denizcilik 
	Hisse Senedi",2026/6,June,115.743.507,False,347.227.300.000,0.0003333364254481,0.0178853287667519,346.048,1.180,417.239.874,34.7,83.0,77.0,160.0,360.5,18.2
82,MAGEN,"MAGEN - Margün Enerji 
	Hisse Senedi",2026/6,June,122.815.328,False,113.834.900.000,0.0010788899362146,0.0050795544829494,106.613,7.222,1.587.877.194,16.6,80.0,81.0,161.0,1292.9,29.9
83,SISE,"SISE - Şişecam 
	Hisse Senedi",2026/6,June,269.730.000,False,265.418.312.279,0.0010162448765649,0.0006908344458726,122.100,143.319,27.773.232.000,47.1,81.0,83.0,164.0,10296.7,36.7
84,LIDER,"LIDER - Lider Turizm 
	Hisse Senedi",2026/6,June,-3.896.740,False,17.146.100.000,-0.0002272668420223,-0.0002705550574143,26.829,-9.683,964.921.255,14.1,84.0,84.0,168.0,-24762.3,-67.2
85,VERUS,"VERUS - Verusa Holding 
	Hisse Senedi",2026/6,June,-161.636.643,False,40.664.000.000,-0.0039749322004721,-0.0209757229547582,44.905,-4.241,491.219.621,1.5,89.0,86.0,175.0,-303.9,-55.0
86,ODINE,"ODINE - Odine Solutions 
	Hisse Senedi",2026/6,June,-71.279.654,False,216.594.900.000,-0.0003290920238657,-0.0705079559153038,217.243,-648,33.601.425,23.6,85.0,91.0,176.0,-47.1,-64.1
87,ALARK,"ALARK - Alarko Holding 
	Hisse Senedi",2026/6,June,-1.120.055.000,False,60.327.900.000,-0.0185661194903187,-0.0100446626548221,45.411,14.917,5.281.687.000,11.3,92.0,85.0,177.0,-471.6,13.4
88,KENT,"KENT - Kent Gıda 
	Hisse Senedi",2026/6,June,-415.913.505,False,123.006.500.000,-0.003381231926768,-0.0529163673756306,123.008,-1,668.321.090,0.0,88.0,90.0,178.0,-160.7,-0.0
89,IEYHO,"IEYHO - Işıklar Enerji ve Yapı Holding 
	Hisse Senedi",2026/6,June,-166.299.073,False,112.902.233.792,-0.0014729475885,-0.079847508270433,112.905,-3,144.196.463,23.5,86.0,93.0,179.0,-86.7,-0.1
90,BSOKE,"BSOKE - Batıçim Çimento 
	Hisse Senedi",2026/3,March,-531.484.541,False,45.056.100.000,-0.0117960618207079,-0.0338262800949879,42.080,2.976,950.760.322,3.2,91.0,88.0,179.0,-178.9,18.9
91,KUYAS,"KUYAS - Kuyas Yatırım AŞ 
	Hisse Senedi",2026/3,March,-149.748.769,False,26.430.900.000,-0.0056656704463336,-0.0728160069433013,25.980,451,737.908.971,12.8,90.0,92.0,182.0,-492.8,21.9
92,KLYPV,"KLYPV - Kalyon Güneş Teknolojileri 
	Hisse Senedi",2026/6,June,-967.196.673,False,39.531.351.829,-0.0244665721828479,-0.0355202890803022,25.797,13.734,1.659.125.148,3.2,93.0,89.0,182.0,-171.5,50.4
93,MOGAN,"MOGAN - Mogan Enerji 
	Hisse Senedi",2026/6,June,-4.054.547.282,False,78.524.391.960,-0.0516342397667385,-0.0260082904493772,47.265,31.260,12.906.335.960,9.5,98.0,87.0,185.0,-318.3,20.1
94,GUNDG,"GUNDG - Gündoğdu Gıda 
	Hisse Senedi",2026/6,June,-102.938.771,False,66.801.900.000,-0.0015409557362889,-0.1189009253545539,67.470,-668,2.783.809,15.0,87.0,99.0,186.0,-2.7,-77.2
95,TKFEN,"TKFEN - Tekfen Holding 
	Hisse Senedi",2026/3,March,-3.437.616.000,False,84.650.200.000,-0.0406096618791213,-0.0885269243462201,78.440,6.210,3.923.085.000,24.0,97.0,94.0,191.0,-114.1,16.0
96,TTRAK,"TTRAK - Türk Traktör 
	Hisse Senedi",2026/6,June,-1.554.592.690,False,51.993.756.250,-0.0298996033778575,-0.1043518634342951,43.029,8.965,4.274.619.629,1.4,94.0,97.0,191.0,-275.0,60.2
97,OTKAR,"OTKAR - Otokar 
	Hisse Senedi",2026/6,June,-2.637.098.000,False,81.870.900.000,-0.0322104435153393,-0.1079186069400093,38.970,42.901,11.221.191.000,7.4,95.0,98.0,193.0,-425.5,175.6
98,PETKM,"PETKM - Petkim 
	Hisse Senedi",2026/6,June,-9.594.053.000,False,100.444.044.000,-0.0955163951781949,-0.0886360131139185,51.347,49.097,11.443.347.000,34.3,99.0,95.0,194.0,-119.3,45.4
99,MGROS,"MGROS - Migros 
	Hisse Senedi",2026/6,June,-10.610.088.000,False,105.486.765.451,-0.1005821721297211,-0.1023836688961611,99.037,6.450,10.893.011.000,34.5,100.0,96.0,196.0,-102.7,6.2
100,ANELE,"ANELE - Anel Elektrik 
	Hisse Senedi",2026/6,June,-1.833.036.731,False,49.972.300.000,-0.0366810559249824,-2.1709415749517795,50.112,-139,394.374.066,12.3,96.0,101.0,197.0,-21.5,-16.5
101,SOKM,"SOKM - Şok Marketler 
	Hisse Senedi",2026/6,June,-7.299.918.405,False,33.182.614.453,-0.2199922617726109,-0.1754125941206335,33.580,-398,8.613.465.602,6.5,101.0,100.0,201.0,-118.0,-1.0
