Rank,Ticker,Name,Period,Group,EBIT_TTM,EBIT_Estimated,EnterpriseValue,EarningsYield,RoC,MarketCap_mnTL,NetDebt_mnTL,FinansmanGideri,Volume_mnUSD,EY_Rank,RoC_Rank,Magic_Score,FinansmanGideri_EBIT_%,DebtShareOfCapital_%
51,KRDMD,"KRDMD - Kardemir (D) 
	Hisse Senedi",2026/6,June,3.432.029.164,False,35.015.379.673,0.0980149064794119,0.0287096591723832,34.798,217,2.977.696.401,52.9,26.0,69.0,95.0,86.8,0.2
52,ALKLC,"ALKLC - Altınkılıç Gıda 
	Hisse Senedi",2026/6,June,618.838.065,False,50.855.800.000,0.0121684855021452,0.1654180602867963,47.824,3.032,1.216.545.328,12.6,71.0,24.0,95.0,196.6,81.0
53,AKSEN,"AKSEN - Aksa Enerji 
	Hisse Senedi",2026/6,June,9.558.170.230,False,159.424.566.234,0.0599541868344852,0.0831511801632379,99.947,59.478,2.992.461.836,18.4,42.0,53.0,95.0,31.3,51.7
54,BRSAN,"BRSAN - Borusan Birleşik Boru Fab. 
	Hisse Senedi",2026/6,June,4.527.097.000,False,105.848.063.893,0.0427697667153996,0.0921514911184109,98.460,7.388,1.130.799.000,32.8,51.0,48.0,99.0,25.0,15.0
55,ENERY,"ENERY - Enerya Enerji 
	Hisse Senedi",2026/6,June,5.374.384.980,False,89.559.600.000,0.0600090328674982,0.0535161864211642,94.500,-4.940,661.013.660,11.7,41.0,63.0,104.0,12.3,-4.9
56,LYDHO,"LYDHO - Lydia Holding 
	Hisse Senedi",2026/6,June,1.084.094.403,False,48.949.162.244,0.0221473535666524,0.1177860432566358,50.159,-1.210,12.130.652,1.4,66.0,38.0,104.0,1.1,-13.1
57,BIMAS,"BIMAS - Bim Birleşik Mağazalar A.Ş 
	Hisse Senedi",2026/6,June,20.822.769.000,False,519.887.100.000,0.0400524825486148,0.074221201795418,487.500,32.387,8.853.042.000,85.6,52.0,55.0,107.0,42.5,11.5
58,KCHOL,"KCHOL - Koç Holding 
	Hisse Senedi",2026/6,June,151.850.000.000,False,3.802.461.284.650,0.0399346603772133,0.076923232791941,540.146,3.262.315,89.148.000.000,101.8,53.0,54.0,107.0,58.7,165.3
59,CEMZY,"CEMZY - Cem Zeytin 
	Hisse Senedi",2026/6,June,526.947.439,False,34.230.600.000,0.0153940462334869,0.1120057544289746,34.270,-39,308.788.603,10.9,69.0,39.0,108.0,58.6,-0.8
60,THYAO,"THYAO - Türk Hava Yolları 
	Hisse Senedi",2026/6,June,60.502.000.000,False,1.022.653.000.000,0.0591618075730477,0.0338634893129241,402.270,620.383,38.145.000.000,328.6,43.0,67.0,110.0,63.0,34.7
61,TOASO,"TOASO - Tofaş Fabrika 
	Hisse Senedi",2026/6,June,7.369.281.000,False,189.384.200.000,0.0389118046806439,0.0730850138303329,130.250,59.134,3.331.377.000,22.9,54.0,57.0,111.0,45.2,58.6
62,SAHOL,"SAHOL - Sabancı Holding 
	Hisse Senedi",2026/6,June,98.671.019.000,False,3.307.138.577.149,0.0298357678997102,0.0844012202851666,194.285,3.112.854,20.553.199.000,64.5,61.0,51.0,112.0,20.8,266.3
63,AKFYE,"AKFYE - Akfen Yenilenebilir Enerji 
	Hisse Senedi",2026/6,June,2.164.023.000,False,38.590.365.271,0.0560767690278503,0.0282102179634631,27.243,11.348,2.234.036.000,5.5,44.0,70.0,114.0,103.2,14.8
64,ISDMR,"ISDMR - İskenderun Demir Çelik 
	Hisse Senedi",2026/6,June,8.164.848.000,False,158.365.300.000,0.0515570519551947,0.0440065254618923,161.095,-2.730,2.779.520.000,2.4,49.0,66.0,115.0,34.0,-1.5
65,ARCLK,"ARCLK - Arçelik 
	Hisse Senedi",2026/6,June,9.504.573.000,False,254.638.870.501,0.037325695724657,0.0593858582829186,60.984,193.654,37.304.743.000,3.4,56.0,61.0,117.0,392.5,121.0
66,EREGL,"EREGL - Ereğli Demir Çelik 
	Hisse Senedi",2026/6,June,11.450.867.000,False,302.712.300.000,0.0378275577173441,0.0261125502572378,263.200,39.512,14.182.278.000,124.9,55.0,72.0,127.0,123.9,9.0
67,AKCNS,"AKCNS - Akçansa 
	Hisse Senedi",2026/6,June,1.198.152.000,False,46.508.164.621,0.025762186269124,0.0459117391731685,46.062,446,1.082.387.000,2.6,64.0,65.0,129.0,90.3,1.7
68,AYGAZ,"AYGAZ - Aygaz 
	Hisse Senedi",2026/6,June,2.315.989.000,False,67.492.849.275,0.0343145833207232,0.0270138126035687,71.435,-3.942,1.020.767.000,6.5,60.0,71.0,131.0,44.1,-4.6
69,BIGEN,"BIGEN - Birleşim Grup Enerji 
	Hisse Senedi",2026/6,June,416.148.707,False,111.185.700.000,0.0037428258040377,0.0741074420790651,107.899,3.287,495.242.980,16.3,76.0,56.0,132.0,119.0,58.5
70,RALYH,"RALYH - Ral Yatırım Holding 
	Hisse Senedi",2026/6,June,816.604.057,False,89.665.250.000,0.0091072523301948,0.0669231020552063,85.997,3.668,606.437.861,17.2,74.0,59.0,133.0,74.3,30.1
71,CVKMD,"CVKMD - Cvk Maden 
	Hisse Senedi",2026/6,June,593.529.812,False,65.029.700.000,0.0091270575137206,0.0473764234879659,61.312,3.718,2.232.438.924,13.5,73.0,64.0,137.0,376.1,29.7
72,PGSUS,"PGSUS - Pegasus Hava Taşımacılığı 
	Hisse Senedi",2026/6,June,6.505.131.095,False,259.593.600.000,0.0250589039752906,0.0197079296872927,74.500,185.094,15.105.858.549,38.0,65.0,74.0,139.0,232.2,56.1
73,KLRHO,"KLRHO - Kiler Holding 
	Hisse Senedi",2026/6,June,1.628.500.000,False,99.012.550.000,0.0164474099495468,0.0250639785563773,105.869,-6.856,726.222.000,7.8,67.0,73.0,140.0,44.6,-10.6
74,SASA,"SASA - Sasa Polyester Sanayi A.Ş. 
	Hisse Senedi",2026/6,June,3.978.002.000,False,255.334.483.702,0.0155795721060624,0.0130983071911711,119.179,136.155,29.594.655.000,146.4,68.0,76.0,144.0,744.0,44.8
75,PASEU,"PASEU - Pasifik Eurasia 
	Hisse Senedi",2026/6,June,163.949.433,False,132.925.400.000,0.0012333943174141,0.031128704143839,131.309,1.617,318.450.606,37.4,78.0,68.0,146.0,194.2,30.7
76,ECZYT,"ECZYT - Eczacıbaşı Yatırım 
	Hisse Senedi",2026/6,June,288.178.917,False,31.383.950.000,0.0091823660501625,0.0089479778090144,31.999,-615,17.838,3.0,72.0,78.0,150.0,0.0,-1.9
77,TEHOL,"TEHOL - Tera Holding 
	Hisse Senedi",2026/6,June,116.070.117,False,74.358.347.200,0.0015609561181854,0.0114520929130293,78.995,-4.637,1.917.747.825,43.6,77.0,77.0,154.0,1652.2,-45.8
78,ECILC,"ECILC - Eczacıbaşı İlaç 
	Hisse Senedi",2026/6,June,278.500.000,False,51.146.650.000,0.0054451269046946,0.003643140841588,49.681,1.465,838.782.000,7.0,75.0,80.0,155.0,301.2,1.9
79,OZATD,"OZATD - Özata Denizcilik 
	Hisse Senedi",2026/6,June,115.743.507,False,341.697.675.000,0.0003387307420221,0.0178853287667519,340.518,1.180,417.239.874,40.5,81.0,75.0,156.0,360.5,18.2
80,MAGEN,"MAGEN - Margün Enerji 
	Hisse Senedi",2026/6,June,122.815.328,False,104.630.900.000,0.0011737959627605,0.0050795544829494,97.409,7.222,1.587.877.194,16.8,79.0,79.0,158.0,1292.9,29.9
81,SISE,"SISE - Şişecam 
	Hisse Senedi",2026/6,June,269.730.000,False,263.090.269.596,0.0010252374609442,0.0006908344458726,119.772,143.319,27.773.232.000,46.1,80.0,81.0,161.0,10296.7,36.7
82,TRHOL,"TRHOL - Tera Finansal Yat. Holding 
	Hisse Senedi",2026/6,June,-56.844.619,False,93.468.800.000,-0.0006081667786469,-0.0071623411119307,103.275,-9.806,13.464.765,11.6,83.0,82.0,165.0,-23.7,-123.6
83,VERUS,"VERUS - Verusa Holding 
	Hisse Senedi",2026/6,June,-161.636.643,False,44.759.000.000,-0.0036112657342657,-0.0209757229547582,49.000,-4.241,491.219.621,1.5,87.0,84.0,171.0,-303.9,-55.0
84,ODINE,"ODINE - Odine Solutions 
	Hisse Senedi",2026/6,June,-71.279.654,False,179.577.400.000,-0.0003969299811668,-0.0705079559153038,180.226,-648,33.601.425,23.7,82.0,89.0,171.0,-47.1,-64.1
85,ALARK,"ALARK - Alarko Holding 
	Hisse Senedi",2026/6,June,-1.120.055.000,False,60.953.400.000,-0.0183755951267689,-0.0100446626548221,46.037,14.917,5.281.687.000,11.2,90.0,83.0,173.0,-471.6,13.4
86,KENT,"KENT - Kent Gıda 
	Hisse Senedi",2026/6,June,-415.913.505,False,120.119.000.000,-0.0034625122170514,-0.0529163673756306,120.120,-1,668.321.090,0.0,86.0,88.0,174.0,-160.7,-0.0
87,BSOKE,"BSOKE - Batıçim Çimento 
	Hisse Senedi",2026/3,March,-531.484.541,False,41.920.100.000,-0.0126785131953406,-0.0338262800949879,38.944,2.976,950.760.322,3.7,89.0,86.0,175.0,-178.9,18.9
88,IEYHO,"IEYHO - Işıklar Enerji ve Yapı Holding 
	Hisse Senedi",2026/6,June,-166.299.073,False,114.424.301.845,-0.0014533544912984,-0.079847508270433,114.427,-3,144.196.463,21.1,84.0,91.0,175.0,-86.7,-0.1
89,KUYAS,"KUYAS - Kuyas Yatırım AŞ 
	Hisse Senedi",2026/3,March,-149.748.769,False,28.070.900.000,-0.0053346621946571,-0.0728160069433013,27.620,451,737.908.971,12.9,88.0,90.0,178.0,-492.8,21.9
90,KLYPV,"KLYPV - Kalyon Güneş Teknolojileri 
	Hisse Senedi",2026/6,June,-967.196.673,False,39.181.626.963,-0.0246849543513325,-0.0355202890803022,25.448,13.734,1.659.125.148,3.2,91.0,87.0,178.0,-171.5,50.4
91,MOGAN,"MOGAN - Mogan Enerji 
	Hisse Senedi",2026/6,June,-4.054.547.282,False,69.105.575.080,-0.0586717826645137,-0.0260082904493772,37.846,31.260,12.906.335.960,9.4,96.0,85.0,181.0,-318.3,20.1
92,GUNDG,"GUNDG - Gündoğdu Gıda 
	Hisse Senedi",2026/6,June,-102.938.771,False,51.981.900.000,-0.0019802810401312,-0.1189009253545539,52.650,-668,2.783.809,14.2,85.0,97.0,182.0,-2.7,-77.2
93,TTRAK,"TTRAK - Türk Traktör 
	Hisse Senedi",2026/6,June,-1.554.592.690,False,52.018.772.969,-0.0298852241465578,-0.1043518634342951,43.054,8.965,4.274.619.629,1.3,92.0,95.0,187.0,-275.0,60.2
94,TKFEN,"TKFEN - Tekfen Holding 
	Hisse Senedi",2026/3,March,-3.437.616.000,False,83.651.200.000,-0.0410946406028843,-0.0885269243462201,77.441,6.210,3.923.085.000,23.6,95.0,92.0,187.0,-114.1,16.0
95,OTKAR,"OTKAR - Otokar 
	Hisse Senedi",2026/6,June,-2.637.098.000,False,80.880.900.000,-0.0326047064263627,-0.1079186069400093,37.980,42.901,11.221.191.000,7.0,93.0,96.0,189.0,-425.5,175.6
96,PETKM,"PETKM - Petkim 
	Hisse Senedi",2026/6,June,-9.594.053.000,False,99.658.380.000,-0.0962694055432167,-0.0886360131139185,50.561,49.097,11.443.347.000,34.2,97.0,93.0,190.0,-119.3,45.4
97,MGROS,"MGROS - Migros 
	Hisse Senedi",2026/6,June,-10.610.088.000,False,101.503.572.325,-0.1045292077605703,-0.1023836688961611,95.053,6.450,10.893.011.000,34.1,98.0,94.0,192.0,-102.7,6.2
98,ANELE,"ANELE - Anel Elektrik 
	Hisse Senedi",2026/6,June,-1.833.036.731,False,51.270.800.000,-0.0357520602565202,-2.1709415749517795,51.410,-139,394.374.066,14.5,94.0,99.0,193.0,-21.5,-16.5
99,SOKM,"SOKM - Şok Marketler 
	Hisse Senedi",2026/6,June,-7.299.918.405,False,33.479.259.457,-0.2180430070270657,-0.1754125941206335,33.877,-398,8.613.465.602,6.3,99.0,98.0,197.0,-118.0,-1.0
