Rank,Ticker,Name,Period,Group,EBIT_TTM,EBIT_Estimated,EnterpriseValue,EarningsYield,RoC,MarketCap_mnTL,NetDebt_mnTL,FinansmanGideri,Volume_mnUSD,EY_Rank,RoC_Rank,Magic_Score,FinansmanGideri_EBIT_%,DebtShareOfCapital_%
27,EUPWR,"EUPWR - Europower Enerji 
	Hisse Senedi",2026/6,June,3.233.811.000,False,50.857.000.000,0.0635863499616572,0.1914395699947289,47.916,2.941,207.564.000,47.1,39.0,21.0,60.0,6.4,17.4
28,GENIL,"GENIL - Gen İlaç 
	Hisse Senedi",2026/6,June,2.718.310.756,False,59.095.100.000,0.0459989196396994,0.2199524000242985,54.000,5.095,1.323.469.361,10.2,50.0,15.0,65.0,48.7,41.2
29,HEDEF,"HEDEF - Hedef Holding 
	Hisse Senedi",2026/6,June,2.881.775.838,False,99.138.400.000,0.0290682100780323,0.3662172590973192,98.160,978,67.097.377,13.6,62.0,3.0,65.0,2.3,12.4
30,ASTOR,"ASTOR - Astor Enerji 
	Hisse Senedi",2026/6,June,11.095.868.713,False,284.477.100.000,0.0390044355521059,0.250691893898908,293.911,-9.434,1.474.499.832,208.9,54.0,13.0,67.0,13.3,-21.3
31,GLYHO,"GLYHO - Global Yatırım Holding 
	Hisse Senedi",2026/6,June,6.850.712.606,False,100.034.500.000,0.0684834992527578,0.1378048929509385,32.565,67.470,4.108.323.303,1.4,37.0,30.0,67.0,60.0,135.7
32,BRYAT,"BRYAT - Borusan Yatırım 
	Hisse Senedi",2026/6,June,4.163.923.318,False,47.828.675.000,0.0870591401078955,0.119864435249908,48.572,-743,,2.2,30.0,37.0,67.0,,-2.1
33,CWENE,"CWENE - Cw Enerji 
	Hisse Senedi",2026/6,June,2.885.181.811,False,42.055.255.672,0.0686045481087778,0.1268072742801708,32.629,9.426,2.546.088.301,59.7,36.0,32.0,68.0,88.2,41.4
34,GLRMK,"GLRMK - Gülermak Ağır Sanayi 
	Hisse Senedi",2026/6,June,5.418.533.643,False,56.974.580.000,0.0951044069653519,0.109466610434349,57.358,-384,1.645.441.270,14.8,27.0,41.0,68.0,30.4,-0.8
35,ARMGD,"ARMGD - Armada Gıda 
	Hisse Senedi",2026/6,June,2.134.727.930,False,52.347.095.801,0.0407802552812326,0.1949223304141951,46.909,5.438,1.186.724.645,5.5,52.0,18.0,70.0,55.6,49.7
36,DOAS,"DOAS - Doğuş Otomotiv 
	Hisse Senedi",2026/6,June,7.663.350.000,False,68.505.300.000,0.1118650673743491,0.0840936725391831,36.278,32.227,9.457.316.000,3.9,20.0,52.0,72.0,123.4,35.4
37,AHGAZ,"AHGAZ - Ahlatçı Doğalgaz 
	Hisse Senedi",2026/6,June,12.379.245.880,False,169.904.200.000,0.0728601522505035,0.1049528879483869,105.248,64.656,1.291.438.011,4.1,32.0,43.0,75.0,10.4,54.8
38,AKSA,"AKSA - Aksa 
	Hisse Senedi",2026/6,June,4.624.381.000,False,67.229.700.000,0.0687847930304612,0.1109018575921631,44.134,23.096,5.882.204.000,6.0,35.0,40.0,75.0,127.2,55.4
39,TRALT,"TRALT - Türk Altın 
	Hisse Senedi",2026/6,June,7.386.617.000,False,150.011.875.000,0.0492402151496339,0.1313715621221226,171.494,-21.482,,131.7,48.0,31.0,79.0,,-38.2
40,SELEC,"SELEC - Selçuk Ecza Deposu 
	Hisse Senedi",2026/6,June,7.267.176.484,False,215.756.300.000,0.0336823373593262,0.1924877952282388,223.560,-7.804,798.396.927,25.7,60.0,20.0,80.0,11.0,-20.7
41,RYSAS,"RYSAS - Reysaş Taşımacılık 
	Hisse Senedi",2026/6,June,4.127.927.783,False,58.177.300.000,0.07095426881275,0.0877658867577896,53.960,4.217,2.880.848.828,5.8,33.0,49.0,82.0,69.8,9.0
42,FROTO,"FROTO - Ford Otosan 
	Hisse Senedi",2026/6,June,27.524.063.000,False,402.886.390.000,0.0683171824195898,0.1028858575941055,290.904,111.982,38.099.705.000,37.1,38.0,45.0,83.0,138.4,41.9
43,EFOR,"EFOR - Efor Yat. San. 
	Hisse Senedi",2026/6,June,1.179.094.616,False,46.685.060.000,0.0252563585866656,0.1942477740863722,43.821,2.864,1.136.873.813,33.4,65.0,19.0,84.0,96.4,47.2
44,AGHOL,"AGHOL - Anadolu Grubu Holding 
	Hisse Senedi",2026/6,June,18.591.195.000,False,180.658.991.335,0.1029076652238776,0.0587915450201582,83.191,97.468,42.198.142.000,3.4,24.0,62.0,86.0,227.0,30.8
45,TABGD,"TABGD - Tab Gıda 
	Hisse Senedi",2026/6,June,3.357.226.000,False,63.538.870.400,0.0528373573352037,0.10293662688742,61.717,1.822,1.869.269.000,5.1,45.0,44.0,89.0,55.7,5.6
46,CIMSA,"CIMSA - Çimsa 
	Hisse Senedi",2026/6,June,4.366.096.000,False,69.372.853.886,0.0629366640609827,0.0844197447679471,43.119,26.254,1.939.705.000,7.8,40.0,50.0,90.0,44.4,50.8
47,KCAER,"KCAER - Kocaer Çelik Sanayi 
	Hisse Senedi",2026/6,June,1.681.241.869,False,29.031.700.000,0.0579105553240078,0.0957689269379185,26.618,2.413,1.609.948.074,4.8,44.0,47.0,91.0,95.8,13.7
48,ASELS,"ASELS - Aselsan 
	Hisse Senedi",2026/6,June,48.613.117.000,False,1.830.464.400.000,0.0265578052214509,0.1486466792520939,1.796.640,33.824,9.659.813.000,278.3,64.0,27.0,91.0,19.9,10.3
49,ENKAI,"ENKAI - Enka İnşaat 
	Hisse Senedi",2026/6,June,27.709.033.000,False,375.763.200.000,0.0737406776395346,0.0605785682532935,548.100,-172.337,2.422.422.000,25.5,31.0,60.0,91.0,8.7,-37.7
50,AKSEN,"AKSEN - Aksa Enerji 
	Hisse Senedi",2026/6,June,9.558.170.230,False,157.891.643.439,0.0605362641227603,0.0831511801632379,98.414,59.478,2.992.461.836,18.3,42.0,53.0,95.0,31.3,51.7
51,ALKLC,"ALKLC - Altınkılıç Gıda 
	Hisse Senedi",2026/6,June,618.838.065,False,59.367.800.000,0.0104237998544665,0.1654180602867963,56.336,3.032,1.216.545.328,14.1,72.0,24.0,96.0,196.6,81.0
52,KRDMD,"KRDMD - Kardemir (D) 
	Hisse Senedi",2026/6,June,3.432.029.164,False,35.936.046.355,0.0955038050121953,0.0287096591723832,35.719,217,2.977.696.401,52.6,26.0,70.0,96.0,86.8,0.2
53,BRSAN,"BRSAN - Borusan Birleşik Boru Fab. 
	Hisse Senedi",2026/6,June,4.527.097.000,False,106.840.464.969,0.0423724943662099,0.0921514911184109,99.453,7.388,1.130.799.000,28.5,51.0,48.0,99.0,25.0,15.0
54,NUHCM,"NUHCM - Nuh Çimento 
	Hisse Senedi",2026/6,June,1.776.217.582,False,28.583.119.200,0.0621421885264362,0.0697544869005849,33.347,-4.764,358.223.798,0.3,41.0,58.0,99.0,20.2,-18.7
55,LYDHO,"LYDHO - Lydia Holding 
	Hisse Senedi",2026/6,June,1.084.094.403,False,47.681.993.513,0.0227359286624553,0.1177860432566358,48.892,-1.210,12.130.652,1.5,67.0,38.0,105.0,1.1,-13.1
56,KCHOL,"KCHOL - Koç Holding 
	Hisse Senedi",2026/6,June,151.850.000.000,False,3.832.892.061.250,0.0396176040372183,0.076923232791941,570.577,3.262.315,89.148.000.000,110.0,53.0,54.0,107.0,58.7,165.3
57,CEMZY,"CEMZY - Cem Zeytin 
	Hisse Senedi",2026/6,June,526.947.439,False,33.609.600.000,0.0156784799283538,0.1120057544289746,33.649,-39,308.788.603,11.1,70.0,39.0,109.0,58.6,-0.8
58,ENERY,"ENERY - Enerya Enerji 
	Hisse Senedi",2026/6,June,5.374.384.980,False,104.589.600.000,0.0513854626081369,0.0535161864211642,109.530,-4.940,661.013.660,12.8,46.0,63.0,109.0,12.3,-4.9
59,BIMAS,"BIMAS - Bim Birleşik Mağazalar A.Ş 
	Hisse Senedi",2026/6,June,20.822.769.000,False,554.987.100.000,0.0375193747746569,0.074221201795418,522.600,32.387,8.853.042.000,84.7,55.0,55.0,110.0,42.5,11.5
60,THYAO,"THYAO - Türk Hava Yolları 
	Hisse Senedi",2026/6,June,60.502.000.000,False,1.035.073.000.000,0.0584519159518217,0.0338634893129241,414.690,620.383,38.145.000.000,335.5,43.0,68.0,111.0,63.0,34.7
61,SAHOL,"SAHOL - Sabancı Holding 
	Hisse Senedi",2026/6,June,98.671.019.000,False,3.313.334.686.258,0.0297799734537019,0.0844012202851666,200.481,3.112.854,20.553.199.000,65.2,61.0,51.0,112.0,20.8,266.3
62,TOASO,"TOASO - Tofaş Fabrika 
	Hisse Senedi",2026/6,June,7.369.281.000,False,207.259.200.000,0.0355558691725144,0.0730850138303329,148.125,59.134,3.331.377.000,24.0,58.0,57.0,115.0,45.2,58.6
63,ISDMR,"ISDMR - İskenderun Demir Çelik 
	Hisse Senedi",2026/6,June,8.164.848.000,False,174.025.300.000,0.0469175918673894,0.0440065254618923,176.755,-2.730,2.779.520.000,1.9,49.0,66.0,115.0,34.0,-1.5
64,ARCLK,"ARCLK - Arçelik 
	Hisse Senedi",2026/6,June,9.504.573.000,False,258.456.734.860,0.0367743290000424,0.0593858582829186,64.802,193.654,37.304.743.000,3.5,56.0,61.0,117.0,392.5,121.0
65,AKFYE,"AKFYE - Akfen Yenilenebilir Enerji 
	Hisse Senedi",2026/6,June,2.164.023.000,False,42.133.374.111,0.0513612556709257,0.0282102179634631,30.786,11.348,2.234.036.000,5.8,47.0,71.0,118.0,103.2,14.8
66,AKCNS,"AKCNS - Akçansa 
	Hisse Senedi",2026/6,June,1.198.152.000,False,42.851.525.617,0.0279605447586222,0.0459117391731685,42.406,446,1.082.387.000,2.6,63.0,65.0,128.0,90.3,1.7
67,EREGL,"EREGL - Ereğli Demir Çelik 
	Hisse Senedi",2026/6,June,11.450.867.000,False,315.452.300.000,0.0362998367740542,0.0261125502572378,275.940,39.512,14.182.278.000,124.5,57.0,73.0,130.0,123.9,9.0
68,AYGAZ,"AYGAZ - Aygaz 
	Hisse Senedi",2026/6,June,2.315.989.000,False,68.152.251.576,0.0339825749911919,0.0270138126035687,72.095,-3.942,1.020.767.000,7.4,59.0,72.0,131.0,44.1,-4.6
69,BIGEN,"BIGEN - Birleşim Grup Enerji 
	Hisse Senedi",2026/6,June,416.148.707,False,85.855.400.000,0.0048470883252538,0.0741074420790651,82.569,3.287,495.242.980,17.7,77.0,56.0,133.0,119.0,58.5
70,RALYH,"RALYH - Ral Yatırım Holding 
	Hisse Senedi",2026/6,June,816.604.057,False,90.914.000.000,0.0089821595903821,0.0669231020552063,87.246,3.668,606.437.861,15.3,75.0,59.0,134.0,74.3,30.1
71,GRTHO,"GRTHO - GrainTurk Tarım 
	Hisse Senedi",2026/6,June,439.847.700,False,27.554.100.000,0.0159630581292802,0.0385111559816886,28.575,-1.021,260.685.680,6.8,69.0,67.0,136.0,59.3,-8.9
72,CVKMD,"CVKMD - Cvk Maden 
	Hisse Senedi",2026/6,June,593.529.812,False,60.644.900.000,0.0097869699183278,0.0473764234879659,56.927,3.718,2.232.438.924,12.3,73.0,64.0,137.0,376.1,29.7
73,PGSUS,"PGSUS - Pegasus Hava Taşımacılığı 
	Hisse Senedi",2026/6,June,6.505.131.095,False,262.043.600.000,0.0248246135185137,0.0197079296872927,76.950,185.094,15.105.858.549,37.9,66.0,75.0,141.0,232.2,56.1
74,KLRHO,"KLRHO - Kiler Holding 
	Hisse Senedi",2026/6,June,1.628.500.000,False,93.731.300.000,0.0173741322269081,0.0250639785563773,100.588,-6.856,726.222.000,6.5,68.0,74.0,142.0,44.6,-10.6
75,PASEU,"PASEU - Pasifik Eurasia 
	Hisse Senedi",2026/6,June,163.949.433,False,64.583.000.000,0.0025385849681804,0.031128704143839,62.966,1.617,318.450.606,39.6,78.0,69.0,147.0,194.2,30.7
76,SASA,"SASA - Sasa Polyester Sanayi A.Ş. 
	Hisse Senedi",2026/6,June,3.978.002.000,False,286.310.623.078,0.0138940076942645,0.0130983071911711,150.156,136.155,29.594.655.000,165.5,71.0,77.0,148.0,744.0,44.8
77,ECZYT,"ECZYT - Eczacıbaşı Yatırım 
	Hisse Senedi",2026/6,June,288.178.917,False,31.646.450.000,0.0091062004427036,0.0089479778090144,32.261,-615,17.838,2.9,74.0,79.0,153.0,0.0,-1.9
78,TEHOL,"TEHOL - Tera Holding 
	Hisse Senedi",2026/6,June,116.070.117,False,94.396.580.800,0.0012296008607125,0.0114520929130293,99.034,-4.637,1.917.747.825,44.0,79.0,78.0,157.0,1652.2,-45.8
79,ECILC,"ECILC - Eczacıbaşı İlaç 
	Hisse Senedi",2026/6,June,278.500.000,False,51.078.124.000,0.0054524320431188,0.003643140841588,49.613,1.465,838.782.000,7.2,76.0,81.0,157.0,301.2,1.9
80,OZATD,"OZATD - Özata Denizcilik 
	Hisse Senedi",2026/6,June,115.743.507,False,314.406.300.000,0.0003681335488506,0.0178853287667519,313.226,1.180,417.239.874,42.4,82.0,76.0,158.0,360.5,18.2
81,MAGEN,"MAGEN - Margün Enerji 
	Hisse Senedi",2026/6,June,122.815.328,False,113.185.900.000,0.0010850762153236,0.0050795544829494,105.964,7.222,1.587.877.194,14.3,80.0,80.0,160.0,1292.9,29.9
82,SISE,"SISE - Şişecam 
	Hisse Senedi",2026/6,June,269.730.000,False,281.408.289.652,0.0009585005485567,0.0006908344458726,138.090,143.319,27.773.232.000,54.7,81.0,82.0,163.0,10296.7,36.7
83,TRHOL,"TRHOL - Tera Finansal Yat. Holding 
	Hisse Senedi",2026/6,June,-56.844.619,False,108.993.800.000,-0.0005215399316291,-0.0071623411119307,118.800,-9.806,13.464.765,12.9,83.0,83.0,166.0,-23.7,-123.6
84,VERUS,"VERUS - Verusa Holding 
	Hisse Senedi",2026/6,June,-161.636.643,False,34.224.000.000,-0.0047229033134642,-0.0209757229547582,38.465,-4.241,491.219.621,1.6,88.0,85.0,173.0,-303.9,-55.0
85,ODINE,"ODINE - Odine Solutions 
	Hisse Senedi",2026/6,June,-71.279.654,False,85.707.650.000,-0.0008316603477052,-0.0705079559153038,86.356,-648,33.601.425,22.7,84.0,90.0,174.0,-47.1,-64.1
86,ALARK,"ALARK - Alarko Holding 
	Hisse Senedi",2026/6,June,-1.120.055.000,False,63.663.900.000,-0.0175932514344864,-0.0100446626548221,48.747,14.917,5.281.687.000,11.0,91.0,84.0,175.0,-471.6,13.4
87,KENT,"KENT - Kent Gıda 
	Hisse Senedi",2026/6,June,-415.913.505,False,107.744.000.000,-0.0038602010784823,-0.0529163673756306,107.745,-1,668.321.090,0.0,87.0,89.0,176.0,-160.7,-0.0
88,BSOKE,"BSOKE - Batıçim Çimento 
	Hisse Senedi",2026/3,March,-531.484.541,False,36.640.100.000,-0.0145055428615096,-0.0338262800949879,33.664,2.976,950.760.322,4.3,90.0,87.0,177.0,-178.9,18.9
89,IEYHO,"IEYHO - Işıklar Enerji ve Yapı Holding 
	Hisse Senedi",2026/6,June,-166.299.073,False,122.686.956.990,-0.001355474755263,-0.079847508270433,122.690,-3,144.196.463,20.4,85.0,92.0,177.0,-86.7,-0.1
90,KUYAS,"KUYAS - Kuyas Yatırım AŞ 
	Hisse Senedi",2026/3,March,-149.748.769,False,29.830.900.000,-0.0050199212561471,-0.0728160069433013,29.380,451,737.908.971,15.1,89.0,91.0,180.0,-492.8,21.9
91,KLYPV,"KLYPV - Kalyon Güneş Teknolojileri 
	Hisse Senedi",2026/6,June,-967.196.673,False,39.263.915.167,-0.0246332203217309,-0.0355202890803022,25.530,13.734,1.659.125.148,3.1,92.0,88.0,180.0,-171.5,50.4
92,MOGAN,"MOGAN - Mogan Enerji 
	Hisse Senedi",2026/6,June,-4.054.547.282,False,67.275.494.080,-0.0602678187272556,-0.0260082904493772,36.016,31.260,12.906.335.960,9.1,97.0,86.0,183.0,-318.3,20.1
93,GUNDG,"GUNDG - Gündoğdu Gıda 
	Hisse Senedi",2026/6,June,-102.938.771,False,34.646.400.000,-0.002971124590145,-0.1189009253545539,35.314,-668,2.783.809,13.6,86.0,98.0,184.0,-2.7,-77.2
94,TTRAK,"TTRAK - Türk Traktör 
	Hisse Senedi",2026/6,June,-1.554.592.690,False,52.744.257.812,-0.0294741599270655,-0.1043518634342951,43.779,8.965,4.274.619.629,1.2,93.0,96.0,189.0,-275.0,60.2
95,TKFEN,"TKFEN - Tekfen Holding 
	Hisse Senedi",2026/3,March,-3.437.616.000,False,86.204.200.000,-0.0398775929711081,-0.0885269243462201,79.994,6.210,3.923.085.000,23.3,96.0,93.0,189.0,-114.1,16.0
96,OTKAR,"OTKAR - Otokar 
	Hisse Senedi",2026/6,June,-2.637.098.000,False,81.240.900.000,-0.032460226314578,-0.1079186069400093,38.340,42.901,11.221.191.000,6.5,94.0,97.0,191.0,-425.5,175.6
97,PETKM,"PETKM - Petkim 
	Hisse Senedi",2026/6,June,-9.594.053.000,False,111.747.468.000,-0.0858547685393641,-0.0886360131139185,62.650,49.097,11.443.347.000,39.2,98.0,94.0,192.0,-119.3,45.4
98,MGROS,"MGROS - Migros 
	Hisse Senedi",2026/6,June,-10.610.088.000,False,105.667.819.684,-0.1004098317891814,-0.1023836688961611,99.218,6.450,10.893.011.000,36.1,99.0,95.0,194.0,-102.7,6.2
99,ANELE,"ANELE - Anel Elektrik 
	Hisse Senedi",2026/6,June,-1.833.036.731,False,46.951.300.000,-0.0390412348752856,-2.1709415749517795,47.090,-139,394.374.066,16.8,95.0,100.0,195.0,-21.5,-16.5
100,SOKM,"SOKM - Şok Marketler 
	Hisse Senedi",2026/6,June,-7.299.918.405,False,35.852.419.489,-0.2036102028561959,-0.1754125941206335,36.250,-398,8.613.465.602,6.3,100.0,99.0,199.0,-118.0,-1.0
